2,3.897000000002704e-06,3.1100000000006123e-06,6.710000000006988e-07,4.7300000000083386e-07
4,3.04200000000171e-06,3.479000000000676e-06,1.1050000000012439e-06,1.4980000000025528e-06
8,3.2930000000014337e-06,8.843000000001433e-06,1.4610000000012113e-06,6.4949999999952546e-06
16,5.126999999993664e-06,2.022899999999661e-05,2.0210000000048245e-06,2.6526000000005878e-05
32,8.605000000001806e-06,7.71150000000026e-05,3.223999999996119e-06,0.00010863099999999792
64,1.632500000000453e-05,0.00031194500000000097,5.759000000001013e-06,0.0004475960000000015
128,3.6256999999997874e-05,0.0011309420000000028,1.0788999999997162e-05,0.0017832739999999944
256,6.380200000000169e-05,0.004166779999999995,2.1298000000002926e-05,0.007546101999999999
512,0.0001471349999999927,0.021826527999999998,5.199699999999807e-05,0.033529174999999994
1024,0.0002850060000000043,0.09614156299999999,0.00010861000000000898,0.155660617
